Predicate,Count
P-shares_stylistic_similarities_with,1
P-discography_includes,1
P-maintain_performance_parity_or_exceed,1
P-Shut_down_by,1
P-Operated_within,1
P-CreatedFor,1
P-is_a_kind_of,1
P-Location_worked,1
P-contribute_to_victory,1
P-reimagined_as,1
P-located_on_the_campus_of,1
P-honored_alongside,1
P-supported_career_of,1
P-Project_of,1
P-Initiative_of,1
P-Award_not_given_because,1
P-Member_of_team,1
P-Won_championship_with,1
P-Pioneered_hip-hop_in,1
P-is_the_head_coach_of,1
P-was_an_assistant_under,1
P-educated_at,1
P-began_airing_occasional_replays_on,1
P-plans_to_contribute_to,1
P-producing_content_for,1
P-Was_a_flight_engineer_on,1
P-future_wife,1
P-Takes_place_on,1
P-Coached_in,1
P-is_adaptation_of,1
P-Service_provider_under,1
P-Model_for,1
P-debutedAs,1
P-Economist,1
P-Notable_figure,1
P-Acquired_in,1
P-defending_champion_of,1
P-eliminated_by,1
P-NoConnectionTo,1
P-team_captain_of,1
P-Highlights_the_story_of,1
P-Mirrors_the_collaborative_spirit_of,1
P-Acknowledged_a_thematic_debt_to,1
P-Similarities_in_power_trigger_to,1
P-Locations_included,1
P-Classmates_with,1
P-_developmental_territory_for,1
P-grooming_future_stars_for,1
P-Nomination,1
P-Education_level,1
P-Integration_into,1
P-competed_at,1
P-involved_in_development_of,1
P-West_Coast_hip_-_hop_influence,1
P-Oppose,1
P-Subgroup_of,1
P-operates_transmitter_in,1
P-provides_Spanish-language_content_in,1
P-Covers_territory,1
P-Formed_from,1
P-Includes_archived_version_of,1
P-Edit_made_regarding,1
P-mentioned_in_electoral_history_of,1
P-Acquires,1
P-Hijacked_and_diverted_to,1
P-Made_an_unscheduled_stop_at,1
P-ShotOn,1
P-leases_from,1
P-leases_for,1
P-stood_trial_at,1
P-prolonged,1
P-signed_under,1
P-terminated_contract,1
P-Has_branch_in,1
P-Conducted_operations_under,1
P-co-hosted_by,1
P-Lease_from,1
P-Celebrates_the_history_of,1
P-Worst_start_since,1
P-First_losing_season_since,1
P-contains_a_bust_of,1
P-Implicated_in,1
P-rebranded_to,1
P-protects,1
P-dedication,1
P-was_defeated_by,1
P-airedOn,1
P-Marriage_annulled_with,1
P-enlists,1
P-Played_a_key_role_in_shaping,1
P-Trainer,1
P-Praised_in,1
P-is_inspired_by,1
P-formed_at,1
P-operate,1
P-monthly_orchid_publication,1
P-Faced_lawsuit_in,1
P-Hosted_the_UK_premiere_of,1
P-befriended_by,1
P-Summer_home,1
P-work_related_to,1
P-profits_donated_to,1
P-Birth_name_origin,1
P-Military_service,1
P-strategy_to_maintain_and_improve,1
P-improves,1
P-Primary_label,1
P-Handles_distribution_and_artist_relations_in,1
P-would_strengthen_economic_ties_with,1
P-previously_operated_by,1
P-Compete_with,1
P-was_prominent_in,1
P-acquired_a_stake_in,1
P-became_second-largest_shareholder_of,1
P-Rejected_by,1
P-Heard,1
P-reinstated,1
P-proposed_by,1
P-debated_in,1
P-Adaptation,1
P-Provides_information_on,1
P-influenced_in_market,1
P-excluded,1
P-Teamed_with,1
P-Won_doubles_titles_with,1
P-Is_an_episode_of,1
P-Attempts_to_manage,1
P-Gained_popularity_in,1
P-Employer,1
P-Source_code_released_under,1
P-Following_a_request_via,1
P-Made_available_under,1
P-inhabitant,1
P-Spent_Youth_In,1
P-Developed_Passion_For,1
P-Produced_Tracks_For,1
P-Performed_At,1
with,1
P-Appointed_as_Chief_Executive_designate_of,1
P-Appointed_head_coach,1
P-Paternal_grandfather,1
P-Originally_acquired_by,1
P-Later_sold_to,1
P-is_chairman_and_CEO_of,1
P-has_overseen,1
P-managed_partnerships_within,1
P-navigated_challenges_tied_to,1
P-served_as_chairman_of,1
P-details_about,1
P-Returned_with,1
P-Appointer,1
P-Debuted_at_number_one_on,1
P-released_from,1
P-Interviewed_at,1
P-has_tool,1
P-praised_by,1
P-a_prominent_Qing_statesman,1
P-Later_transferred_to,1
P-Reorganized,1
P-Later_evolved_into,1
P-Recalled_by,1
P-adopted_surname_through_marriage_to,1
P-Served_as_Managing_Director_of,1
P-Promoted_to_Chairman_&_CEO_of,1
P-was_a_hub_for,1
P-Subunit_of,1
P-MajorCompanyIn,1
P-inspired_by,1
P-Dated_with,1
P-Jointly_owns_stake_with,1
P-sought_treatment_at,1
P-portrayed_as_character's_home,1
P-ordered_execution_of,1
P-challenged_during_cross-examination,1
P-Allowed,1
P-based_on_novel,1
P-Assistant_coach_to,1
P-Historical_significance,1
P-Refused_to_serve_in,1
P-Legal_resolution_by,1
P-Appears_in_episode,1
P-Is_produced_by,1
P-Loves,1
P-indirectly_related_to,1
P-Features_on,1
P-evokes,1
P-has_deep_connection_with,1
P-executive_produced_by,1
P-Part_of_Season,1
P-Belongs_to_Series,1
P-Has_conflict_with,1
P-Has_issue_with,1
P-Gender_swapped_version_of,1
P-Includes_series,1
P-Older_programming_moved_to,1
P-connected_via_programming_to,1
P-shifted_aired_to,1
P-channel_for,1
P-Studied_with,1
P-explores_events_from_the_perspective_of,1
P-contributed_vocals_and_co-wrote_songs,1
P-derives_from,1
P-is_a_film_of,1
P-features_location_in,1
P-created_remix_titled,1
P-Located_in_province,1
P-annual_event_for,1
P-Connected_through_catering_operations,1
P-bundled_with,1
P-acted_as_love_interest_for,1
P-appeared_on_album,1
P-on_network,1
P-dedicated_to_preserving,1
P-Host_nation,1
P-costumes_designed_by,1
P-is_a_tour_of,1
P-included_performances_in,1
P-mentor_to,1
P-reflects_homage_to,1
P-Famously_associated_with,1
P-Specialized_In,1
P-planned_operational_link,1
P-belongs_to_genre,1
P-has_been_adapted_into,1
P-includes_clips_of,1
P-proprietor,1
P-features_programs_from,1
P-feature_content_from,1
P-provides_programming_by,1
P-Assumed_responsibility,1
P-last_performance_with,1
P-restoration_location,1
P-reissued,1
P-Advertising_operations_handled_by,1
P-Former_lover_of,1
P-Library_inherited_by,1
P-Associate_Producer,1
P-Secure_first_seed,1
P-photographing,1
P-Scripted,1
P-Investigated_the_assassination_of,1
P-remarried_to,1
P-appointed_as_chairman_of,1
P-Made_debut_under,1
P-Features_samples_from,1
P-Enabled_research_on,1
P-Indirectly_related_to,1
P-prevent_from_entering,1
P-is_an_episode_of,1
P-exact_solution_to,1
P-Provides_services_related_to,1
P-located_north_of,1
P-temporarily_imprisoned_on,1
P-Saw,1
P-Set_in_time,1
P-Set_in_location,1
P-Focus_of,1
P-series,1
P-parallels,1
P-part,1
P-Independently_operates_without,1
P-involved_in_political_corruption,1
P-testified_against,1
P-Focus_area,1
P-Location_of_statue,1
P-containsDocumentsFrom,1
P-providesInformationAbout,1
P-declared_of_unsound_mind_by,1
P-Did_not_appear_in,1
P-Cultural_connection_to,1
P-Also_located_on,1
P-is_a_player_of,1
P-remarked_about,1
P-Family_friend,1
P-Market,1
P-used_for_emergency_training_at,1
P-has_a_minority_stake_in,1
P-Provides_tool,1
P-concluded_at,1
P-Was_entry_in,1
P-Financial_success,1
P-Donated_for_statue_in,1
P-Attended_event_hosted_by,1
P-centers_on,1
P-encounters_with,1
P-Currency,1
P-Economic_Tie,1
P-Has_artifacts_related_to,1
P-Conducted_auction_for,1
P-dominated,1
P-explored_the_universe,1
P-was_known_as,1
P-is_a_location_in,1
P-recorded_from,1
P-renamed_in,1
P-performed_on_tour,1
P-faced_during_season,1
P-coverage_of,1
P-is_a_marketing_program_from,1
P-proposed_to,1
P-Convened_by,1
P-Does_not_urge,1
P-Drop-in_replacement_for,1
P-State_of_origin,1
P-Inspires,1
P-Adopted_the_name_of,1
P-released_via,1
P-established_connections_with,1
P-Team_member_of,1
P-Rebranded_in,1
P-Contributing_to,1
P-Crashed_at,1
P-took,1
P-Toured_in,1
P-Indicate,1
P-Service_under,1
P-Ended_contract_with,1
P-Playoff_appearance_in,1
P-collaborates_on,1
P-involved_in_remix_with,1
P-Has_academic_title,1
P-Then-wife,1
P-Location_of_scene,1
P-coachedBy,1
P-final_shows_recorded_by,1
P-Time_period,1
P-Career_stage,1
P-Fought_for,1
P-Operates_transmitter_in,1
P-Swapped_call_signs_with,1
P-Has_information_about,1
P-connected_via_family_of,1
P-built_career_in,1
country,1
P-Themed_by,1
P-Cameo_appearance_as,1
P-Supported_during_training,1
P-terminated_contract_with,1
P-played_during,1
P-further_linked_to,1
P-Announced_the_enlistment_of,1
P-Revolves_around,1
P-Dislikes,1
P-创作,1
P-属于专辑,1
P-Founding_member,1
P-Wet_lease_with,1
P-Holds_ownership_in,1
P-releasedInYear,1
P-Offers_live_streaming_on,1
P-implicated_alongside,1
P-aided,1
P-Collection_held_at,1
P-Protects,1
P-drummer_of,1
P-filed_for_divorce,1
P-took_over_from,1
P-novel,1
P-appeared_in_TV_commercials_and_billboards_with,1
P-promotions_for,1
P-IsPartOf,1
P-Launched_Career_Of,1
P-Brought_To,1
P-Professional_Partner,1
P-Married_To,1
P-is_the_husband_of,1
P-Enlisted,1
P-connects_through_architecture,1
P-Internal_Transfers,1
P-Official_Presence,1
P-heldPosition,1
P-servedUnder,1
P-securedSupportFor,1
P-Located_adjacent_to,1
P-shaped,1
P-Work_related_to,1
P-World_Series_champions,1
P-Closed_after,1
P-Speaks_in,1
P-creation_of,1
P-teammate,1
P-Coached_with,1
P-tries_to_get_back,1
P-Treated,1
P-Created_to_honor,1
P-Produces_cereal_for,1
P-supports_platform,1
P-strategy_for,1
P-tool,1
P-Responded_to_request_via,1
P-released_as_open_source,1
P-Originally_launched_under,1
P-Published_reports_on,1
P-Contributed_to_victory,1
P-Conceived_in,1
P-News_Coverage,1
P-Handled_by,1
P-Upbringing_location,1
P-Managed_partnerships_within,1
P-Handled_labor_disputes_related_to,1
P-Chairman_of_Supervisory_Board_at,1
P-Member_of_Supervisory_Board_at,1
P-is_an_instance_of,1
P-_Married_to,1
P-symbolizing_connection_with,1
P-fascinated_with,1
P-Compilation,1
P-releasedThrough,1
P-expands,1
P-has_A-side_tracks,1
P-debuted_at_number_one,1
P-Utilized_brand,1
P-Interviewed_on,1
P-Debut_on_chart,1
P-Number_one_in,1
P-headquarters_at,1
P-Connected_legally_with,1
P-Publications_location,1
P-For,1
P-Under_license,1
P-Reorganized_as,1
P-writes_in_universe,1
P-connected_through_ancestors,1
P-Highlighted_influence_in,1
P-Operating_under,1
P-Established_Connection,1
P-Capital_at,1
P-President,1
P-vision_for,1
P-Available_via,1
P-Contains_collection_of,1
P-Economic_interest,1
P-Began_affair_with,1
P-Filed_for_divorce_from,1
P-moves_to,1
P-Sought_treatment_at,1
P-prosecuted_by,1
P-runs_from,1
P-runs_to,1
P-significant_route_for,1
P-commands,1
P-Debut_as,1
P-Remains_in,1
P-Role_in_Frankenstein,1
P-Joined_in_player_development_role,1
P-Birthplace_state,1
P-Also_headquarters_in,1
P-Supported_preservation_of,1
P-conversion_to,1
P-refusal_to_serve,1
P-resolved_by,1
On_Broadway,1
P-Executive_produced_by,1
P-applied_for_broadcasting_license,1
P-Includes_sounds_from,1
P-Featuring_artist,1
P-works_in_genre,1
P-has_relationship_issue_with,1
P-ended,1
P-Gender-swapped_version_of,1
P-Moved_programming_to,1
P-Team_of,1
P-Was_a_key_player_for,1
P-is_an_example_of,1
P-studied_Method_acting_with,1
P-Wedding_with,1
P-Continued,1
P-Sold_copies_in,1
P-origin_of_name,1
P-reflects_heritage_of,1
P-established_alongside,1
P-played_role_in_resolving,1
P-Sues,1
P-Provides_details_about,1
P-artists,1
P-Served_at,1
P-Had_rivalry_with,1
P-Jointly_owned_by,1
P-Used_data_format,1
P-Planned_to_sell,1
P-Under_leadership_of,1
P-Involved_in_joint_venture_with,1
P-Provides_catering_services_for,1
P-faces_challenges_with,1
P-Designer_of,1
P-designated_by,1
P-involvement_of,1
P-murdered_in,1
P-Translated_from,1
P-Translated_to,1
P-Is_anchor_at,1
P-Provides_programming_for,1
P-assumed_responsibility_for,1
P-Features_scenes_set_in,1
P-Brought_to_country,1
P-_Recorded_at,1
P-Compiled_by,1
P-music_released_through,1
P-Early_years_location,1
P-writer_of,1
P-former_lover_of,1
P-isConnectedWith,1
P-examines,1
P-Coached_during,1
P-Comic_title,1
P-Supports_program_areas_including,1
P-Indirectly_supports,1
P-Built_upon_innovations_from,1
P-Photographing,1
P-Location_of_assassination,1
P-Affairs_with,1
P-Appointed_as_chairman_of,1
P-solo_debut_under,1
P-Recognized_theoretical_contributions_of,1
P-Manuscript_discovered_at,1
P-features_samples_from,1
P-performed_parts_of,1
P-saved_the_life_of,1
P-Part_of_season,1
P-Solution_to,1
P-Growing_up_near,1
P-Portrays_influenced_by,1
P-Premiered_in,1
P-Provides_services_for,1
P-filmed_primarily_in,1
P-historically_linked_to,1
P-co-founded_in_year,1
P-previously_at,1
P-InvolvedThrough,1
P-WithdrewFrom,1
P-Wholly-OwnedBy,1
P-PresenceInMarket,1
P-portrayed_as_fiancée_of,1
P-Accessed,1
P-Breaks_ties_with,1
P-Usage_in,1
P-Distributes_to,1
P-declared_by,1
P-Picked_up,1
P-Established_at,1
P-has_roots_in,1
P-historically_served_as,1
P-announced_plans_to_rename,1
P-Inaugural_track,1
P-Activity_location,1
P-Publication_city,1
P-used_at,1
P-sold_controlling_stake_in,1
P-held_minority_stake_in,1
P-Pursued_opportunities,1
P-place_of_connection,1
P-Concluded_at,1
P-Died_there,1
P-financially_successful,1
P-has_role,1
P-love_interest,1
P-Relationship_with_ClickStar_owners,1
P-Incorporated,1
P-moved_family_to,1
P-ceded_to,1
P-brought_cultural_artifacts_from,1
P-indirectly_connects_to,1
P-servedDuring,1
P-offered_as_Governor_General,1
P-should_have_own_head_of_state_separate_from,1
P-host_city_of_Expo_67,1
P-played_significant_role_in_securing_prominent_position_for,1
P-Sold_spectrum_in,1
P-broke_record,1
P-influencedBy,1
P-Renamed_in,1
P-Shaping_media_landscapes_in,1
P-Draws_inspiration_from,1
P-Faced_in_games,1
P-Finished_sixth_in,1
P-coverage_provider,1
P-shutdown,1
P-Provider,1
P-Compare_to,1
P-Features_on_song,1
P-Shutdown_by,1
P-Viewership_location,1
P-did_not_urge,1
P-Established_in_honor_of,1
P-established_office_in,1
P-Later_worked_at,1
P-Distributed_internationally_by,1
P-Dissolved_after_acquisition_by,1
P-Acquired_content_library_of,1
P-Struck_by,1
P-Portrays_event_in,1
P-Portrays_in,1
P-broadcasts_signals,1
P-Involved_in_automobile_accident,1
P-Launched_to_cover,1
P-Reason_for_not_being_awarded,1
P-Development_location,1
P-rebranded_from,1
P-Was_the,1
P-Registered_to,1
P-Implemented_additional_warnings_unlike,1
P-Location_includes,1
P-Later_stored_at,1
P-Overhaul_and_service_by,1
P-Ended_Contract_With,1
P-Contract_Details,1
P-Did_not_renew_contract_with,1
P-Arises_from,1
P-rejected,1
P-Head_Coach_of,1
P-Coached_under,1
P-Team_captain_of,1
P-Connection_through_trivia,1
P-highlights_the_story_of,1
P-shares_collaborative_spirit_with,1
P-was_a_political_prisoner_under,1
P-Co-writes,1
P-followed_release_of,1
P-Locations_include,1
P-Classmate,1
P-Year_of_birth,1
P-Has_degree,1
P-was_on,1
P-then-wife,1
P-Scene_location,1
P-Spring_training_facility,1
P-Moved_spring_training_operations_to,1
P-Performed_in_tour,1
P-Musical_direction_influenced_by,1
P-Final_shows_recorded_by,1
P-partnered_with_operators_in,1
P-Notable_according_to,1
P-Added_archive_link_for,1
P-Built_much_of_his_early_career_in,1
P-interest_in,1
P-diverted_to,1
P-made_an_unscheduled_stop_at,1
P-opened,1
P-conceived_from,1
P-maintains_relationship_with,1
P-Shot_on,1
P-Features_theme_of,1
P-leased,1
P-leased_from,1
P-Tried_at,1
P-contract_terminated,1
P-star_player_for,1
P-performance_in,1
P-Involved_in_trade,1
P-dislikes,1
P-fostering_critical_thinking_and_cultural_debate,1
P-Makes_cameo_in,1
P-offers_live_streaming_through,1
P-Raced_at,1
P-Substituted_for,1
P-Collection_located_at,1
P-works_to_protect,1
P-Drummer_of,1
P-Previous_manager,1
P-competed_alongside,1
P-Was_honored_by,1
P-Delivered_eulogy_at,1
P-Updated,1
P-Through,1
P-Setting_In,1
P-Champions_of,1
P-caused_closure_of,1
P-Speech_in,1
P-has_presence_in,1
P-faced_employment_lawsuits_in,1
P-operations_were_subject_to_regulatory_scrutiny_by,1
P-Tries_to_get,1
P-Co-founded_with,1
P-expanded_by,1
P-trained,1
P-NBA_player,1
P-released_source_code_on,1
P-gave,1
P-Is_a_distant_relative_of,1
P-revival_role,1
P-contributed_to_victory_over,1
P-performed_at_venue,1
P-Provided_photographs_for,1
P-Previous_coach,1
P-Selected_player,1
P-Defeated_in_championship,1
P-Initially_launched_with,1
P-aggressively_expanded_in,1
P-_Presented_by,1
P-Interview_location,1
P-Camera_module_branded_by,1
P-publications_based_in,1
P-Was_influenced_by,1
P-Hosted_under_license,1
P-reorganized_into,1
P-Found_solace_in,1
P-provided_narration_for,1
P-had_familial_ties_to,1
P-adopted_surname,1
P-Addressed_Issues_In,1
P-Highlighted_Influence_Within,1
P-Potential_Secret_Deal_With,1
P-Performed_live_at,1
P-Joined_on_stage,1
P-relaunched_as_part_of,1
P-Had_affair_with,1
P-Was_unfaithful_in,1
P-Seeking_treatment_at,1
P-Occurred_after,1
P-Tried_to_isolate,1
P-serves_as_a_route_for,1
P-ended_contract_with,1
P-remains_in,1
P-Fictional_Setting,1
P-shares_thematic_similarities_with,1
P-Refused_draft,1
P-Ruled_in_favor_of,1
P-Produced_audio_version_of,1
P-Executive_Produced,1
P-Created_in,1
P-Debuted,1
P-Works_in_genre,1
P-Wrote_the_script,1
P-older_programming_moved_to,1
P-Sister_channel,1
P-Released_on_YouTube_through,1
P-location_of_study,1
P-teacher,1
P-Reflects_historical_significance_of,1
P-Wedded_with,1
P-Honeymooned_with,1
P-emergedFrom,1
P-performedIn,1
P-achieved_commercial_success_in,1
P-Derives_from,1
P-contributes_to_success,1
P-ceased_issuing_UV_rights,1
P-stopped_UV_rights,1
P-Retained_stake_in,1
P-Is_sued_by,1
P-nominated_for,1
P-has_remix,1
P-has_version,1
P-featuring_artist,1
P-released_in_Blu-ray,1
P-released_in_4_K_Ultra_HD,1
P-Strategic_partner,1
P-likes,1
P-is_directed_by,1
P-Owes,1
P-Theoretical_work_validated_by,1
P-Bundled_with,1
P-Boyfriend_of,1
P-Followed_after,1
P-Originally_had,1
P-Moved_operations_into,1
P-Created_Animations_For,1
P-Worked_On_Film,1
P-Conducted_PhD_under_supervision_of,1
P-Was_recognized_as,1
P-Conducted_PhD_at,1
P-Battled_against,1
P-Has_a_relationship_with,1
P-Became_a_member_of,1
P-constituent_of,1
P-notable_alumni_linked_to,1
P-Evolved_in,1
P-approved_on,1
P-Financial_Assistance_Provider,1
P-Built_on_campus,1
P-Business_expanded_in,1
P-Donated_land_for,1
P-Accessible_via_bus_from,1
P-Became_autonomous_under,1
P-Delivered_talk_at,1
P-broadcasting_at,1
P-Produced_in_year,1
P-Contributor_to_study_of,1
P-Went_on_expedition_with,1
P-Supported_work_of,1
P-became_director,1
P-scholars_include,1
P-Established_during_reign_of,1
P-custodian_of,1
P-Initially_under,1
P-Influenced_in,1
P-Held_position_at,1
P-earned_a_Bachelor_of_Arts_in_History_at,1
P-previously_held_the_role_of_deputy_chancellor,1
P-philanthropic_efforts_include_establishing_scholarships_in_partnership_with,1
P-earned_law_degree_at,1
P-Has_roots_in,1
P-Professor_emeritus_at,1
P-Distinguished_professor_at,1
P-memorial_to,1
P-Faculty_of,1
P-Work_focused_on,1
P-Overseeing,1
P-hosted_from,1
P-holds_archive_through,1
P-Reprinted_by,1
P-Screenplay_written_for,1
P-Obtained_degree,1
P-Was_Dean_of,1
P-works_closely_with,1
P-Suffers_from,1
P-Supports_charity,1
P-Destroys,1
P-Attempts_to_collect,1
P-Possesses,1
P-Retrieves,1
P-Gains_cosmic_powers_from,1
P-Becomes,1
P-participates_in_events_in,1
P-Section_Editor_for,1
P-founding_location,1
P-Eligibility_criteria_recognized_by,1
P-parodied,1
P-Obtained_Degree,1
P-Manufactured_in,1
P-Neighboring_town_of,1
P-Is_a_division_of,1
P-contributes_to_arts_in,1
P-Father_employed_at,1
P-_sequel_to,1
P-Ranked_by,1
P-Broadcast_from,1
P-receives_funding_from,1
P-Son-in-law,1
P-Niece,1
P-Politician,1
P-circulation_area,1
P-Region_of,1
P-cartoon_series,1
P-aired_in_year,1
P-voice_actor,1
P-Contribution_connects_to,1
P-was_a_leading_businessman_in,1
P-portrait_by,1
P-portrait_displayed_at,1
P-Enhanced_with,1
P-Vicinity,1
P-Neighborhood_within,1
P-Operates_from,1
P-Chairman_Of,1
P-voice_acting,1
P-Studios_located_at,1
P-Broadcasts_at,1
P-Cast_as,1
P-composed_score_for,1
P-released_soundtrack_for,1
P-composed_theme_for,1
P-Revisits,1
P-supervisor_for,1
P-completed_master's_degree_in,1
P-discontinued_graduate_studies_in,1
P-studied_chemistry_at,1
P-flows_into,1
P-located_within,1
P-Incorporates_materials_from,1
P-Tricks,1
P-Royal_Honorary_Colonel,1
P-Honorary_Air_Commodore,1
P-developed_theory,1
P-residing_in,1
P-Made_possible_by,1
P-is_responsible_for,1
P-Editor-in-chief,1
P-Was_Professor_In,1
P-Honorary_Professor_At,1
P-Ties_with_Institution,1
P-Ties_with_Location,1
P-Held_Position,1
P-Institution,1
P-Easter_egg,1
P-Co-wrote_songs_on,1
P-Birthplace_region,1
P-operated_during,1
P-assisted_in_transforming,1
P-Drafted_into,1
P-Sacrificed_by,1
P-Portrayal_in,1
P-founding_member_alongside,1
P-Established_with_funding_from,1
P-has_ice_hockey_teams,1
P-Voice_actor_for,1
P-Named_a_seminar_room_after,1
P-was_the_first_Indigenous_faculty_member_in,1
P-Resided_At,1
P-Donated_To,1
P-Founded_Scholarships_For,1
P-Purchased_Land_In,1
P-Conducted_research_with,1
P-plays_a_role_against,1
P-has_strong_relationship_with,1
P-Includes_nearby_suburb,1
P-Catalogues,1
P-Distributed_on,1
P-Takes_place_before,1
P-Continues_continuity_of,1
P-Provided_monitoring_service_to,1
P-in_architectural_style,1
P-has_material_about,1
P-collaboration_includes,1
P-Reflects_request_by,1
P-Design_style,1
P-Cartoons_series,1
P-Laid_foundation_stone_for,1
P-Work_recognized_by,1
P-Set_in_time_period,1
P-Reprised_in_series,1
P-Withdrew_from,1
P-Competes_Against,1
P-Has_Campus,1
P-works_in_field,1
P-Architectural_work,1
P-is_Chancellor,1
P-Name,1
P-Became_president_of,1
P-First_university_press_in,1
P-student_newspaper_named,1
P-awards_grants_to,1
P-enrolled_in,1
P-No_longer_affiliated_with,1
P-Honors_tradition,1
P-redesigned_gardens_of,1
P-gave_as_gift,1
P-led_to_financial_challenges_for,1
P-vendor_of,1
P-Studied_gene,1
P-Also_situated_within,1
P-Planned_inclusion,1
P-Honors_legacy_through,1
P-fields_teams_as,1
P-Runs_from,1
P-uses_footage_of,1
P-contribution_by,1
P-Later_appeared_in,1
P-Overlaps_with,1
P-receives_donations_from,1
P-has_notable_alumni,1
P-Professional_affiliation,1
P-Conducted_studies_with,1
P-Nearby_landmark,1
P-aimed_to_create,1
P-Shared_universe_with,1
P-portrayed_in_MCU,1
P-Star_character_for,1
P-Trial_location,1
P-Battles,1
P-Composed_Soundtrack,1
P-Box_office_success,1
P-Operates_under_agreement_with,1
P-Curriculum,1
P-Focuses_on_admitting,1
P-hired_after,1
P-Acknowledge_involvement,1
P-Constructed_as_part_of,1
P-retired_from,1
P-became_a_senior_research_fellow_at,1
P-Family,1
P-Discussed_in,1
P-Donations_from,1
P-holds_documentation_about,1
P-has_historical_record_about,1
P-Framed,1
P-Banished_By,1
P-Conflict_With,1
P-used_during,1
P-location_shared_with,1
P-Established_as_part_of,1
P-played_a_small_role_in,1
P-Writer_and_Director_of,1
P-Creative_influence_of,1
P-Has_a_monument_near,1
P-researched_by,1
P-teaching_initiative,1
P-Takes_on_role_of,1
P-Reprised_as,1
P-Potentially_played_as,1
P-Mentioned_under,1
P-Features_reused_from,1
P-Reused_from,1
P-Reuses_elements_from,1
P-worked_as_visiting_professor_at,1
P-Features_character,1
P-Promotes_collaboration_among,1
P-Bassist,1
P-Produced_during,1
P-Work_Influenced,1
P-Earned_by,1
P-Position(s),1
P-Served_as_vice-chancellor_at,1
P-reuses_score_from,1
P-Connected_by_mezzanine_to,1
P-Second-tallest_structure_after,1
P-Completed_in_year,1
P-presence_in_both_films,1
P-Under_banner_of,1
P-holds_role_as,1
P-Conducted_at,1
P-Included_in_collection,1
P-is_Vice-Chancellor_of,1
P-shaped_academic_direction_of,1
P-reprised_role_in,1
P-funeral_service_at,1
P-Lyrics_by,1
P-classified,1
P-Management,1
P-PublishedIn,1
P-DirectedBy,1
P-Historical_figure,1
P-Supported_by_initiatives,1
P-participated_with,1
P-expedition_leader_of,1
P-authored_about,1
P-Plays_as,1
P-Attend,1
P-EarnedDegreeFrom,1
P-WorkLocation,1
P-creative_direction,1
P-Swam_for,1
P-performances_by,1
P-indirectly_connects,1
P-provides_access,1
P-papers_archived_by,1
P-occurs_in_the_cultural_landscape_of,1
P-Designed_as,1
P-developed_as_part_of,1
P-donated_land_to,1
P-Plays_role_of,1
P-contributed_to_recovery_of,1
P-resulted_in_financial_failure_for,1
P-Featured_as,1
P-Music_video,1
P-Literary_and_judicial_papers_preserved_in,1
P-earned_a_degree,1
P-has_feud_with,1
P-Education_institution,1
P-reprises_role_as,1
P-became_a_fellow_of,1
P-Doctorate_location,1
P-has_collection_from,1
P-year_released,1
P-research_location,1
P-Feline_foe,1
P-grade_listed,1
P-provided_performance_capture_for,1
P-production_company,1
P-scriptwriter,1
P-Post_-_Graduation_Involvement,1
P-Language_version,1
P-Facilitated_by,1
P-Additional_sessions_recorded_at,1
P-Appointed_chair_of,1
P-co-own,1
P-archives_stored_at,1
P-reflect,1
P-advocated_for_by,1
P-has_a_facility_named_after,1
P-Advisor_in_Doctoral_Studies,1
P-Grandmother_of,1
P-Trustee_of,1
P-Choose,1
P-Serve,1
P-previously_worked_at,1
P-Conducted_notable_studies_on,1
P-Connected_to_institutions_within,1
P-Drives,1
P-shared_with,1
P-journey_follows,1
P-farewell_after,1
P-Urban_renewal_plans_for,1
P-Contributes_to_growth_as_a_hub_for,1
P-Event_of,1
P-Asked_for_help_by,1
P-Highest_grossing_in,1
P-Provides_clinical_education_for,1
P-includes_performances_of_music_from,1
P-underscores_role_within,1
P-under_umbrella_of,1
P-recognizedBy,1
P-_animator_for,1
P-is_cast_as,1
P-Offered_at,1
P-Imprint,1
P-Kidnaps,1
P-Composed_score_for,1
P-discussing_revival_of,1
P-is_portrayed_by,1
P-conducted_research_on,1
P-may_have_engaged_with,1
P-Celebrate,1
P-Voice_work_by,1
P-Animation_by,1
P-sang,1
P-featured_with,1
P-Uses_a_portal_to_bring,1
P-Reflects_the_role_of,1
P-Is_a_key_location_in,1
P-Showcases_world-building_with,1
P-Features_exhibit,1
P-Exhibit_part_of,1
P-Served_as_Vice_-_Chancellor,1
P-received_degree,1
P-is_Patron_of,1
P-served_as_chair_of,1
P-Originally_built_by,1
P-politician_from,1
P-Indirect_connection,1
P-Protested_against,1
P-thesis_focused_on,1
P-famous_for_voicing,1
P-Holds_personal_papers_of,1
P-scientific_prowess_and_cultural_representation,1
P-Affiliation_during_fellowship,1
P-Domestic_market,1
P-First_release,1
P-Completed_honours_in,1
P-Taught_creative_writing_at,1
P-Awarded_prize,1
P-Jointly_awarded_by,1
P-adapts,1
P-not_depicted_in,1
P-franchise-building_strategy,1
P-key_film_in,1
P-financial_success_and_critical_reception,1
P-attracts_visitors_from,1
P-athletic_team_of,1
P-hosting_venue_for,1
P-Contributed_dialogue,1
P-ongoing_significance,1
P-Key_character,1
P-Directs,1
P-was_a_body_double_for,1
P-has_students_from,1
P-Original_soundtrack_composer,1
P-Soundtrack_references,1
